,Date,OPP,Result,MIN,FG,FG%,3PT,3P%,FT,FT%,REB,AST,BLK,STL,PF,TO,PTS,Player
9,Thu 2/17,vsCSUF,L67-58,33.0,2-8,25.0,0-1,0.0,2-5,40.0,2.0,3.0,0.0,1.0,4.0,1.0,6.0,ajay-mitchell
10,Sat 2/12,@CP,W69-64,36.0,6-11,54.5,2-3,66.7,11-12,91.7,4.0,1.0,0.0,0.0,1.0,2.0,25.0,ajay-mitchell
11,Thu 2/10,@CSUB,W74-62,30.0,8-12,66.7,0-1,0.0,5-6,83.3,3.0,2.0,1.0,1.0,3.0,1.0,21.0,ajay-mitchell
12,Sat 2/5,vsUCSD,W84-48,19.0,5-9,55.6,0-3,0.0,0-1,0.0,4.0,2.0,0.0,0.0,4.0,1.0,10.0,ajay-mitchell
13,Thu 2/3,vsUCI,L53-52,38.0,4-10,40.0,0-1,0.0,0-0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,8.0,ajay-mitchell
14,Sat 1/29,@HAW,L65-62,36.0,5-9,55.6,2-3,66.7,4-6,66.7,2.0,2.0,1.0,0.0,5.0,0.0,16.0,ajay-mitchell
15,Tue 1/25,@CSUN,W72-45,26.0,0-2,0.0,0-1,0.0,0-0,0.0,2.0,8.0,0.0,0.0,3.0,1.0,0.0,ajay-mitchell
16,Sat 1/15,@CSUF,L79-73,36.0,1-5,20.0,0-1,0.0,3-4,75.0,2.0,5.0,0.0,1.0,4.0,4.0,5.0,ajay-mitchell
17,Thu 1/13,@LBSU,L65-58,37.0,6-12,50.0,1-2,50.0,2-3,66.7,2.0,2.0,0.0,1.0,4.0,1.0,15.0,ajay-mitchell
18,Wed 12/22,vsIDST,W56-43,37.0,5-10,50.0,0-3,0.0,4-4,100.0,3.0,2.0,0.0,1.0,3.0,1.0,14.0,ajay-mitchell
19,Sun 12/19,vsFAMU,W73-62,27.0,6-9,66.7,1-3,33.3,0-1,0.0,3.0,2.0,0.0,2.0,5.0,2.0,13.0,ajay-mitchell
20,Tue 12/14,@PAC,L80-71 OT,35.0,2-5,40.0,0-1,0.0,1-1,100.0,0.0,7.0,0.0,2.0,0.0,0.0,5.0,ajay-mitchell
21,Sat 12/11,@SMC,L80-59,30.0,2-3,66.7,0-0,0.0,0-0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,ajay-mitchell
22,Sun 12/5,vsCLU,W87-66,28.0,3-5,60.0,0-2,0.0,3-5,60.0,2.0,8.0,2.0,1.0,1.0,1.0,9.0,ajay-mitchell
23,Fri 12/3,vsPEPP,W86-74,26.0,1-2,50.0,0-1,0.0,2-2,100.0,1.0,4.0,0.0,1.0,2.0,4.0,4.0,ajay-mitchell
24,Mon 11/29,vsUTA,L70-62,28.0,0-3,0.0,0-2,0.0,0-2,0.0,1.0,4.0,1.0,0.0,4.0,2.0,0.0,ajay-mitchell
25,Wed 11/24,vsUAPB,W86-58,28.0,2-3,66.7,1-1,100.0,2-2,100.0,3.0,10.0,0.0,2.0,2.0,0.0,7.0,ajay-mitchell
26,Sat 11/20,vsCHIC,W81-50,25.0,3-3,100.0,2-2,100.0,2-2,100.0,3.0,4.0,0.0,1.0,2.0,3.0,10.0,ajay-mitchell
27,Mon 11/15,@WSU,L73-65,25.0,2-3,66.7,0-1,0.0,2-3,66.7,0.0,2.0,0.0,0.0,3.0,1.0,6.0,ajay-mitchell
28,Wed 11/10,vsSFSU,W119-65,23.0,4-5,80.0,2-3,66.7,1-1,100.0,1.0,5.0,0.0,1.0,1.0,1.0,11.0,ajay-mitchell
0,Fri 3/11,vsLBSU,L67-64,31.0,2-6,33.3,0-0,0.0,1-3,33.3,6.0,0.0,0.0,1.0,1.0,2.0,5.0,amadou-sow
2,Thu 3/10,vsUCI,W78-69,34.0,10-16,62.5,0-0,0.0,1-2,50.0,16.0,2.0,2.0,0.0,2.0,2.0,21.0,amadou-sow
4,Thu 3/3,vsHAW,W67-60,34.0,6-7,85.7,0-0,0.0,2-2,100.0,7.0,2.0,1.0,2.0,2.0,2.0,14.0,amadou-sow
5,Tue 3/1,vsCSUN,W70-61,26.0,12-15,80.0,0-0,0.0,2-3,66.7,7.0,0.0,0.0,1.0,3.0,2.0,26.0,amadou-sow
6,Sat 2/26,@UCR,W97-90 2OT,40.0,10-18,55.6,0-4,0.0,5-6,83.3,9.0,2.0,0.0,2.0,3.0,2.0,25.0,amadou-sow
7,Thu 2/24,@UCD,W76-69 OT,36.0,7-17,41.2,0-1,0.0,3-5,60.0,11.0,0.0,2.0,0.0,4.0,3.0,17.0,amadou-sow
8,Sat 2/19,vsLBSU,W84-71,29.0,9-12,75.0,0-0,0.0,0-0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,18.0,amadou-sow
9,Thu 2/17,vsCSUF,L67-58,31.0,5-8,62.5,0-0,0.0,1-1,100.0,7.0,1.0,0.0,1.0,5.0,2.0,11.0,amadou-sow
10,Sat 2/12,@CP,W69-64,34.0,8-14,57.1,0-3,0.0,0-0,0.0,8.0,2.0,1.0,2.0,4.0,0.0,16.0,amadou-sow
11,Thu 2/10,@CSUB,W74-62,31.0,4-5,80.0,0-0,0.0,6-7,85.7,6.0,1.0,0.0,1.0,2.0,1.0,14.0,amadou-sow
12,Sat 2/5,vsUCSD,W84-48,22.0,1-4,25.0,0-1,0.0,1-1,100.0,7.0,0.0,1.0,1.0,2.0,3.0,3.0,amadou-sow
13,Thu 2/3,vsUCI,L53-52,33.0,4-13,30.8,0-5,0.0,9-11,81.8,11.0,0.0,0.0,0.0,0.0,2.0,17.0,amadou-sow
14,Sat 1/29,@HAW,L65-62,34.0,5-19,26.3,0-1,0.0,3-4,75.0,13.0,0.0,1.0,1.0,3.0,3.0,13.0,amadou-sow
15,Tue 1/25,@CSUN,W72-45,26.0,8-12,66.7,1-1,100.0,0-0,0.0,4.0,1.0,0.0,0.0,3.0,4.0,17.0,amadou-sow
16,Sat 1/15,@CSUF,L79-73,20.0,2-5,40.0,1-2,50.0,2-2,100.0,7.0,1.0,1.0,1.0,3.0,1.0,7.0,amadou-sow
17,Thu 1/13,@LBSU,L65-58,31.0,4-9,44.4,1-3,33.3,0-0,0.0,14.0,0.0,0.0,0.0,1.0,4.0,9.0,amadou-sow
18,Thu 12/30,@UCSD,L85-83 OT,39.0,8-17,47.1,0-0,0.0,2-3,66.7,9.0,2.0,4.0,2.0,2.0,2.0,18.0,amadou-sow
19,Wed 12/22,vsIDST,W56-43,28.0,8-11,72.7,0-0,0.0,2-2,100.0,3.0,0.0,0.0,1.0,4.0,2.0,18.0,amadou-sow
20,Sun 12/19,vsFAMU,W73-62,28.0,4-8,50.0,1-1,100.0,0-0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,9.0,amadou-sow
21,Tue 12/14,@PAC,L80-71 OT,33.0,5-13,38.5,1-4,25.0,0-0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,11.0,amadou-sow
22,Sat 12/11,@SMC,L80-59,29.0,4-9,44.4,1-1,100.0,6-6,100.0,7.0,1.0,1.0,0.0,1.0,3.0,15.0,amadou-sow
23,Sun 12/5,vsCLU,W87-66,19.0,8-9,88.9,0-0,0.0,1-1,100.0,8.0,1.0,1.0,1.0,2.0,1.0,17.0,amadou-sow
24,Fri 12/3,vsPEPP,W86-74,30.0,5-10,50.0,1-2,50.0,0-1,0.0,9.0,0.0,0.0,1.0,3.0,3.0,11.0,amadou-sow
25,Mon 11/29,vsUTA,L70-62,33.0,10-15,66.7,1-1,100.0,2-6,33.3,7.0,1.0,0.0,0.0,3.0,4.0,23.0,amadou-sow
26,Wed 11/24,vsUAPB,W86-58,24.0,9-12,75.0,0-0,0.0,2-2,100.0,9.0,0.0,0.0,1.0,3.0,1.0,20.0,amadou-sow
27,Sat 11/20,vsCHIC,W81-50,23.0,5-6,83.3,1-1,100.0,2-2,100.0,4.0,2.0,1.0,1.0,3.0,1.0,13.0,amadou-sow
28,Mon 11/15,@WSU,L73-65,33.0,8-16,50.0,0-1,0.0,9-11,81.8,11.0,0.0,0.0,1.0,3.0,1.0,25.0,amadou-sow
29,Wed 11/10,vsSFSU,W119-65,21.0,9-13,69.2,1-1,100.0,6-8,75.0,7.0,0.0,2.0,0.0,2.0,2.0,25.0,amadou-sow
0,Sat 2/5,vsUCSD,W84-48,3.0,0-0,0.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ariel-bland
1,Thu 2/3,vsUCI,L53-52,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,ariel-bland
2,Sat 1/29,@HAW,L65-62,2.0,0-0,0.0,0-0,0.0,0-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ariel-bland
3,Tue 1/25,@CSUN,W72-45,9.0,1-2,50.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,ariel-bland
4,Sat 1/15,@CSUF,L79-73,12.0,0-1,0.0,0-0,0.0,0-0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,ariel-bland
5,Thu 1/13,@LBSU,L65-58,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,ariel-bland
6,Sun 12/5,vsCLU,W87-66,6.0,3-3,100.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,ariel-bland
7,Sat 11/20,vsCHIC,W81-50,3.0,1-2,50.0,0-0,0.0,0-0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,ariel-bland
0,Fri 3/11,vsLBSU,L67-64,33.0,3-6,50.0,1-4,25.0,0-0,0.0,5.0,4.0,1.0,0.0,4.0,2.0,7.0,calvin-wishart
2,Thu 3/10,vsUCI,W78-69,34.0,5-6,83.3,2-3,66.7,2-2,100.0,3.0,5.0,0.0,2.0,2.0,1.0,14.0,calvin-wishart
4,Thu 3/3,vsHAW,W67-60,19.0,1-2,50.0,0-0,0.0,1-2,50.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,calvin-wishart
5,Tue 3/1,vsCSUN,W70-61,31.0,1-4,25.0,0-0,0.0,1-2,50.0,2.0,5.0,0.0,0.0,1.0,1.0,3.0,calvin-wishart
6,Sat 2/26,@UCR,W97-90 2OT,42.0,4-5,80.0,2-3,66.7,5-6,83.3,3.0,1.0,0.0,0.0,4.0,3.0,15.0,calvin-wishart
7,Thu 2/24,@UCD,W76-69 OT,40.0,0-5,0.0,0-1,0.0,0-0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,calvin-wishart
8,Sat 2/19,vsLBSU,W84-71,23.0,6-8,75.0,3-4,75.0,3-4,75.0,4.0,0.0,0.0,1.0,3.0,1.0,18.0,calvin-wishart
9,Thu 2/17,vsCSUF,L67-58,33.0,3-6,50.0,1-4,25.0,3-4,75.0,3.0,1.0,0.0,1.0,2.0,1.0,10.0,calvin-wishart
10,Sat 2/12,@CP,W69-64,33.0,1-5,20.0,1-4,25.0,0-0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,calvin-wishart
11,Thu 2/10,@CSUB,W74-62,19.0,1-4,25.0,0-3,0.0,2-3,66.7,1.0,2.0,0.0,0.0,4.0,2.0,4.0,calvin-wishart
12,Sat 2/5,vsUCSD,W84-48,29.0,0-2,0.0,0-2,0.0,3-3,100.0,2.0,8.0,0.0,1.0,1.0,2.0,3.0,calvin-wishart
13,Thu 2/3,vsUCI,L53-52,33.0,2-7,28.6,1-4,25.0,0-2,0.0,2.0,3.0,0.0,1.0,3.0,2.0,5.0,calvin-wishart
14,Sat 1/29,@HAW,L65-62,30.0,2-5,40.0,1-3,33.3,0-0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,calvin-wishart
15,Tue 1/25,@CSUN,W72-45,17.0,1-2,50.0,0-1,0.0,2-3,66.7,6.0,3.0,0.0,2.0,2.0,3.0,4.0,calvin-wishart
16,Thu 12/30,@UCSD,L85-83 OT,42.0,1-6,16.7,0-1,0.0,2-2,100.0,3.0,7.0,0.0,2.0,1.0,1.0,4.0,calvin-wishart
17,Wed 12/22,vsIDST,W56-43,18.0,0-5,0.0,0-3,0.0,0-1,0.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,calvin-wishart
18,Sun 12/19,vsFAMU,W73-62,28.0,2-8,25.0,1-4,25.0,2-2,100.0,3.0,8.0,0.0,1.0,3.0,1.0,7.0,calvin-wishart
19,Tue 12/14,@PAC,L80-71 OT,21.0,0-1,0.0,0-1,0.0,4-5,80.0,1.0,3.0,0.0,1.0,5.0,2.0,4.0,calvin-wishart
20,Sat 12/11,@SMC,L80-59,24.0,2-5,40.0,1-3,33.3,1-2,50.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,calvin-wishart
21,Sun 12/5,vsCLU,W87-66,21.0,2-4,50.0,1-2,50.0,0-0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,5.0,calvin-wishart
22,Fri 12/3,vsPEPP,W86-74,28.0,5-6,83.3,4-4,100.0,9-9,100.0,2.0,3.0,0.0,2.0,1.0,3.0,23.0,calvin-wishart
23,Mon 11/29,vsUTA,L70-62,30.0,4-10,40.0,2-5,40.0,0-1,0.0,4.0,2.0,1.0,2.0,2.0,2.0,10.0,calvin-wishart
24,Wed 11/24,vsUAPB,W86-58,19.0,2-4,50.0,0-1,0.0,0-0,0.0,3.0,3.0,0.0,1.0,4.0,1.0,4.0,calvin-wishart
25,Sat 11/20,vsCHIC,W81-50,25.0,4-5,80.0,2-3,66.7,2-2,100.0,3.0,3.0,0.0,3.0,1.0,3.0,12.0,calvin-wishart
26,Mon 11/15,@WSU,L73-65,20.0,2-4,50.0,0-1,0.0,0-0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,calvin-wishart
27,Wed 11/10,vsSFSU,W119-65,22.0,1-3,33.3,1-1,100.0,6-6,100.0,7.0,3.0,0.0,1.0,3.0,3.0,9.0,calvin-wishart
0,Fri 3/11,vsLBSU,L67-64,2.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cole-anderson
2,Thu 3/10,vsUCI,W78-69,9.0,1-1,100.0,1-1,100.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,cole-anderson
4,Thu 3/3,vsHAW,W67-60,5.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,cole-anderson
5,Tue 3/1,vsCSUN,W70-61,7.0,1-2,50.0,1-2,50.0,0-0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,cole-anderson
6,Sat 2/26,@UCR,W97-90 2OT,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,cole-anderson
7,Thu 2/24,@UCD,W76-69 OT,11.0,1-2,50.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,cole-anderson
8,Sat 2/19,vsLBSU,W84-71,17.0,1-5,20.0,0-3,0.0,0-0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,cole-anderson
9,Thu 2/17,vsCSUF,L67-58,15.0,2-6,33.3,1-4,25.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,cole-anderson
10,Sat 2/12,@CP,W69-64,17.0,1-2,50.0,1-2,50.0,0-0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,cole-anderson
11,Thu 2/10,@CSUB,W74-62,30.0,6-9,66.7,4-7,57.1,2-2,100.0,0.0,0.0,0.0,0.0,3.0,1.0,18.0,cole-anderson
12,Sat 2/5,vsUCSD,W84-48,24.0,2-6,33.3,1-3,33.3,0-0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,cole-anderson
13,Thu 2/3,vsUCI,L53-52,21.0,1-5,20.0,1-3,33.3,1-2,50.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,cole-anderson
14,Sat 1/29,@HAW,L65-62,5.0,1-2,50.0,1-2,50.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,cole-anderson
15,Tue 1/25,@CSUN,W72-45,15.0,2-4,50.0,1-2,50.0,2-2,100.0,2.0,1.0,0.0,0.0,2.0,1.0,7.0,cole-anderson
16,Sat 1/15,@CSUF,L79-73,17.0,5-6,83.3,4-5,80.0,7-7,100.0,0.0,0.0,0.0,1.0,3.0,0.0,21.0,cole-anderson
17,Thu 1/13,@LBSU,L65-58,7.0,1-3,33.3,1-2,50.0,0-0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,cole-anderson
18,Thu 12/30,@UCSD,L85-83 OT,14.0,1-2,50.0,1-2,50.0,0-0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,cole-anderson
19,Wed 12/22,vsIDST,W56-43,3.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cole-anderson
20,Sun 12/19,vsFAMU,W73-62,3.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cole-anderson
21,Tue 12/14,@PAC,L80-71 OT,3.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,cole-anderson
22,Sat 12/11,@SMC,L80-59,9.0,1-2,50.0,0-1,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,cole-anderson
23,Sun 12/5,vsCLU,W87-66,15.0,6-11,54.5,2-6,33.3,0-1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,cole-anderson
24,Fri 12/3,vsPEPP,W86-74,1.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cole-anderson
25,Mon 11/29,vsUTA,L70-62,3.0,1-3,33.3,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,cole-anderson
26,Wed 11/24,vsUAPB,W86-58,11.0,1-1,100.0,1-1,100.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,cole-anderson
27,Sat 11/20,vsCHIC,W81-50,10.0,1-4,25.0,1-3,33.3,2-2,100.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,cole-anderson
28,Mon 11/15,@WSU,L73-65,7.0,1-2,50.0,1-2,50.0,0-0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,cole-anderson
0,Sun 12/5,vsCLU,W87-66,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,david-pickles
1,Wed 11/10,vsSFSU,W119-65,2.0,1-2,50.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,david-pickles
0,Tue 1/25,@CSUN,W72-45,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gage-gomez
1,Sun 12/5,vsCLU,W87-66,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gage-gomez
2,Wed 11/24,vsUAPB,W86-58,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gage-gomez
3,Wed 11/10,vsSFSU,W119-65,7.0,1-1,100.0,1-1,100.0,0-0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,gage-gomez
0,Sat 2/5,vsUCSD,W84-48,3.0,1-2,50.0,0-1,0.0,0-0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,jakov-kukic
1,Thu 2/3,vsUCI,L53-52,2.0,0-1,0.0,0-0,0.0,2-2,100.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,jakov-kukic
2,Sat 1/15,@CSUF,L79-73,2.0,0-1,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,jakov-kukic
3,Thu 12/30,@UCSD,L85-83 OT,5.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,jakov-kukic
4,Sat 12/11,@SMC,L80-59,2.0,1-1,100.0,0-0,0.0,2-2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,jakov-kukic
5,Sun 12/5,vsCLU,W87-66,5.0,1-1,100.0,0-0,0.0,0-0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,jakov-kukic
6,Wed 11/24,vsUAPB,W86-58,3.0,0-0,0.0,0-0,0.0,0-1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,jakov-kukic
7,Sat 11/20,vsCHIC,W81-50,5.0,2-4,50.0,1-1,100.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,jakov-kukic
8,Wed 11/10,vsSFSU,W119-65,9.0,2-2,100.0,0-0,0.0,3-4,75.0,5.0,2.0,0.0,0.0,0.0,1.0,7.0,jakov-kukic
0,Fri 3/11,vsLBSU,L67-64,6.0,1-1,100.0,1-1,100.0,0-0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,jay-nagle
2,Thu 3/10,vsUCI,W78-69,3.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
4,Tue 3/1,vsCSUN,W70-61,4.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
5,Sat 2/26,@UCR,W97-90 2OT,4.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,jay-nagle
6,Thu 2/24,@UCD,W76-69 OT,2.0,0-0,0.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,jay-nagle
7,Sat 2/19,vsLBSU,W84-71,5.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
8,Thu 2/17,vsCSUF,L67-58,5.0,1-2,50.0,1-1,100.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,jay-nagle
9,Sat 2/12,@CP,W69-64,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,jay-nagle
10,Thu 2/10,@CSUB,W74-62,10.0,0-0,0.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,jay-nagle
